id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2931271,3 bedrooms in Victorian home.,11631886,Cynthia,,Mattapan,42.281,-71.0941,Private room,139,2,49,2019-10-06,0.70,4,358
2931870,Victorian In-law,11631886,Cynthia,,Mattapan,42.27921,-71.09527,Private room,72,2,89,2019-09-08,1.24,4,354
2943438,Beacon St Apt by Charles River,14338198,Maryanne,,Fenway,42.35042,-71.09295,Entire home/apt,175,91,8,2015-06-18,0.11,1,365
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31804,-71.11687,Private room,95,91,27,2019-06-27,0.38,1,0
3068453,"Large Studio, building door knobs cleaned daily",2356643,Voyage,,Downtown,42.35188,-71.06418,Entire home/apt,175,10,190,2019-10-13,2.67,10,355
3094942,Cozy room close to Downtown!,15695135,Bryan,,Dorchester,42.31912,-71.05745,Private room,65,5,14,2020-03-02,0.20,1,111
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23597,-71.13151,Entire home/apt,91,91,33,2019-08-01,0.48,8,280
3168152,Private room near Harvard/MIT/BU,16070254,Heidi,,Allston,42.35898,-71.11312,Private room,130,1,19,2015-09-21,0.27,1,365
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28819,-71.06921,Private room,65,30,7,2019-09-15,0.13,25,317
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28703,-71.13354,Entire home/apt,125,3,117,2020-03-16,1.69,1,13
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31503,-71.06214,Entire home/apt,120,91,202,2019-12-01,2.87,5,365
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35258,-71.0826,Entire home/apt,175,28,252,2019-08-30,3.55,2,180
3309941,*Prime Location* in the heart of Fenway w/WiFi,9419684,Mike,,Fenway,42.34411,-71.1013,Entire home/apt,298,29,28,2018-10-09,0.41,59,109
3343428,Brownstone Bedroom Park & Garden Views by LMA & T,11228809,Jonathan,,Roxbury,42.32953,-71.09275,Private room,95,2,234,2020-03-15,4.49,6,78
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31322,-71.0617,Private room,70,91,93,2019-11-23,1.33,5,365
3377100,Beacon Hill Townhouse near MGH,7629859,Bernardo,,Beacon Hill,42.35669,-71.07297,Entire home/apt,275,3,111,2020-02-28,1.57,1,255
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35155,-71.06816,Entire home/apt,550,91,0,,,1,0
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31943,-71.09432,Entire home/apt,80,2,112,2020-04-06,6.00,1,56
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35457,-71.15949,Entire home/apt,260,3,48,2020-03-17,0.69,1,0
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.35049,-71.08826,Entire home/apt,248,91,27,2016-07-17,0.39,1,0
3493840,"Beautiful, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.305,-71.10719,Private room,98,31,7,2020-03-15,0.10,1,296
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.3578,-71.06304,Entire home/apt,288,91,251,2020-01-01,3.61,1,267
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29714,-71.15829,Entire home/apt,119,91,4,2014-09-14,0.06,1,0
3522237,Harmonious and friendly place,17736943,Drusilla,,Dorchester,42.30582,-71.08273,Private room,42,3,81,2020-03-28,1.49,2,361
3539510,The Roseclair | 3BR 1BA | 2nd Floor near UMass Boston Redline T station!,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,154,30,31,2019-06-13,0.46,39,223
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,91,0,,,1,0
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.28028,-71.13587,Private room,50,2,23,2020-01-15,0.34,3,318
3593290,Fab House in Hip Jamaica Plain,5988470,Nikki,,Jamaica Plain,42.3089,-71.11869,Entire home/apt,325,91,16,2019-09-02,0.24,1,131
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32909,-71.09457,Entire home/apt,169,91,254,2019-11-16,3.78,3,365
3628320,Sunny Two Bedroom Condo,2863349,Michael,,Dorchester,42.29781,-71.05949,Entire home/apt,125,1,172,2019-12-31,2.49,1,0
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,91,6,2018-12-17,0.11,31,365
3677662,Stylish flat near subway/Harvard/BU/BC & Food!,660123,Steffen,,Allston,42.35573,-71.13072,Private room,70,29,53,2020-03-22,0.76,1,268
3693850,Earth Sanctuary of Abundant Health,18807469,Derian,,Jamaica Plain,42.29899,-71.11176,Private room,88,29,221,2020-02-29,3.24,2,104
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,91,0,,,31,365
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37191,-71.06333,Entire home/apt,250,31,274,2020-01-03,3.96,1,272
3783090,High End Apt Parking Included In Great Location,13931840,Dylan,,Fenway,42.34496,-71.10453,Entire home/apt,179,91,179,2019-12-05,3.53,1,73
3820516,Silk Road Room ,128280,Elizabeth,,Charlestown,42.37754,-71.06641,Private room,210,2,2,2015-09-21,0.03,2,260
3903324,Amazing location - walk to Fenway Park!,9419684,Mike,,Fenway,42.34411,-71.1013,Entire home/apt,213,29,8,2017-03-05,0.12,59,212
3914363,*Prime Location* in the heart of downtown Fenway,9419684,Mike,,Fenway,42.34411,-71.1013,Entire home/apt,213,29,9,2018-09-30,0.13,59,211
3930872,2 br @ Harvard Business School,56583,Nat,,Allston,42.36509,-71.11964,Entire home/apt,107,91,1,2014-09-28,0.01,1,0
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31168,-71.10613,Private room,85,1,128,2020-03-21,1.89,1,0
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00302,Private room,52,91,91,2019-11-11,2.41,1,90
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.29111,-71.13134,Private room,85,2,54,2020-03-15,0.88,2,356
3969526,"Sensational South End- 2BR, no stairs, Location!",5408229,Liesl,,South End,42.33763,-71.07395,Entire home/apt,200,28,343,2020-01-29,5.04,1,64
3985462,Renovated One Bedroom in Back Bay,9410008,Jason,,Back Bay,42.3499,-71.08962,Entire home/apt,195,2,280,2020-03-14,4.12,18,335
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31633,-71.0991,Private room,120,2,181,2020-03-01,2.64,1,90
4040151,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34411,-71.1013,Entire home/apt,298,91,18,2019-09-09,0.27,59,96
4075898,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Downtown,42.35448,-71.06131,Entire home/apt,289,9,73,2020-03-23,1.08,16,73
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28175,-71.14032,Private room,85,91,26,2017-09-30,0.39,2,256
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Compass,,North End,42.36596,-71.05268,Entire home/apt,229,9,52,2019-08-16,0.77,16,0
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.33502,-71.05488,Entire home/apt,265,1,532,2020-03-29,7.92,1,291
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30236,-71.11491,Entire home/apt,125,3,249,2020-01-01,3.71,1,309
4118162,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Downtown,42.35631,-71.06134,Entire home/apt,279,9,49,2020-02-28,0.73,16,90
4119345,"Comfort, charm, convenience for 2 - 8 guests",1414385,Woodruff,,Jamaica Plain,42.31162,-71.1091,Entire home/apt,200,2,10,2018-08-13,0.16,1,111
4135172,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35176,-71.06301,Entire home/apt,239,29,1,2014-10-11,0.01,59,181
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.3533,-71.07272,Entire home/apt,225,91,15,2015-10-27,0.24,1,0
4150640,Luxury Studio Apt in North End ,20857768,Compass,,North End,42.36739,-71.0524,Entire home/apt,259,9,23,2020-03-01,0.34,16,0
4177233,Private Room near to Red Line,21674032,John,,Dorchester,42.31825,-71.05789,Private room,99,2,126,2020-02-29,1.86,2,53
4223387,Convenient green Victorian,5689782,Cora,,Jamaica Plain,42.31739,-71.10003,Private room,75,1,65,2019-09-01,0.97,2,86
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.313,-71.10931,Private room,98,2,39,2020-02-03,0.58,2,363
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34962,-71.09322,Entire home/apt,250,91,0,,,1,0
4263736,Brownstone Master Bath Suite Park Views by LMA & T,11228809,Jonathan,,Roxbury,42.32943,-71.09308,Private room,91,2,313,2020-03-14,4.66,6,47
4275846,"Apt near Grocery Store, Tufts Medical",2356643,Voyage,,Downtown,42.35123,-71.06408,Entire home/apt,200,10,162,2020-02-17,2.42,10,351
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34067,-71.0769,Entire home/apt,175,28,67,2019-12-23,1.00,6,365
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,90,91,4,2015-08-03,0.06,1,0
4294557,Gorgeous and Spacious 2Bed in Historic South End,22288672,Heather,,South End,42.33814,-71.07563,Entire home/apt,280,91,8,2018-08-30,0.14,1,0
4315428,Master Suite@ Logan Airport,22402141,Mirian,,East Boston,42.39067,-71.00386,Private room,100,91,1,2015-11-25,0.02,3,348
4315439,Room Logan Airport + 1/2 bathroom,22402141,Mirian,,East Boston,42.38921,-71.00268,Private room,170,100,5,2019-09-01,0.09,3,365
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31158,-71.11171,Private room,150,91,0,,,1,0
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34094,-71.07704,Entire home/apt,300,33,137,2019-07-22,2.08,6,314
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,175,31,77,2019-11-09,1.28,6,299
4377247,Perfect Back Bay 1BR; Walk the City,22726574,Nathan,,Back Bay,42.35469,-71.08154,Entire home/apt,259,91,43,2019-06-30,0.65,1,4
4410765,"Grt Location, Big 3 Bed,Nr all Colleges & Hospitls",9795590,Patrick,,Brighton,42.35365,-71.14827,Entire home/apt,138,91,9,2020-02-15,0.17,2,166
4460532,Brownstone Bedroom Treetop Skyline View by LMA & T,11228809,Jonathan,,Roxbury,42.32821,-71.09265,Private room,92,1,228,2020-03-15,3.45,6,30
4461111,Queen room in a charming villa,13226301,Mohamed,,Roslindale,42.27897,-71.13671,Private room,50,2,33,2020-03-22,0.69,3,262
4461613,Comfy Beacon Hill Studio Great for Work Travel #13,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,90,2020-04-10,1.51,54,348
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,77,2020-02-22,1.29,54,365
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,150,1,97,2020-02-13,1.64,54,351
4467841,Lux 2BR Apt Near Waterfront,9419684,Mike,,West End,42.36452,-71.06928,Entire home/apt,289,91,1,2016-06-12,0.02,59,103
4489920,Lux 1 Bedroom near Charles St w/gym & WiFi,9419684,Mike,,West End,42.36429,-71.06827,Entire home/apt,209,29,1,2014-11-10,0.02,59,199
4500409,"Stylish Studio in Back Bay, on Newbury St, .#1",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,150,1,115,2020-03-19,1.99,54,341
4510513,"Downtown Crossing ARTlab, Studio Apt, Boston",20857768,Compass,,Downtown,42.35592,-71.05977,Entire home/apt,259,9,45,2020-03-01,0.68,16,88
4523234,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35184,-71.06323,Entire home/apt,239,29,3,2016-09-08,0.05,59,181
4530670,West Roxbury (Boston) private room,23490243,Helen,,West Roxbury,42.27175,-71.16148,Private room,38,1,209,2020-03-15,3.25,1,323
4555637,Brownstone Loft Bedroom Rooftop Views by LMA & T,11228809,Jonathan,,Roxbury,42.32961,-71.09341,Private room,63,2,259,2020-03-27,3.94,6,32
4560053,*$129 SPECIAL* Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32405,-71.09069,Entire home/apt,269,3,88,2020-03-01,1.37,6,166
4566095,Radiant & Airy with Downtown Views,5430185,Laura And Olivia,,South End,42.34301,-71.07304,Entire home/apt,110,30,17,2019-12-01,0.28,7,232
4568116,Brownstone Cozy Private Studio by the T & LMA,11228809,Jonathan,,Roxbury,42.32953,-71.09199,Entire home/apt,130,2,462,2020-04-01,7.02,6,43
4573238,"Best Boston location, 2BR (M #2)",5578043,Dror,,North End,42.36424,-71.05259,Entire home/apt,159,28,154,2019-10-26,2.37,7,283
4573388,Wonderful  N. End 2 bd 1 bth sleeps 4-5  (M #3),5578043,Dror,,North End,42.36424,-71.05259,Entire home/apt,159,28,161,2020-01-19,2.53,7,143
4577188,Unique Fenway/Back Bay/Copley 1 Bed,5618949,Alan,,Fenway,42.34715,-71.09299,Entire home/apt,85,3,163,2020-02-29,2.50,5,172
4580825,NEW: Amazing price & location  studio-N End (M1S),5578043,Dror,,North End,42.36322,-71.05145,Entire home/apt,89,31,97,2020-03-01,1.58,7,318
4583526,Lovely private 4 bedroom apt,23759488,Tricia,,Jamaica Plain,42.30455,-71.11553,Entire home/apt,195,2,192,2020-03-08,3.03,1,312
4586681,"Hidden Gem in Jamaica Plain, Boston",12795084,Lynne,,Jamaica Plain,42.31483,-71.11295,Private room,90,2,94,2019-11-03,1.54,1,88
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,7,2018-02-15,0.14,31,365
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,1,2015-06-20,0.02,31,365
4602191,2 Bed/Bath Apt. Over Charles River,20079643,Alex @ Boston Corporate Housing,,West End,42.36452,-71.06928,Entire home/apt,310,20,14,2019-12-02,0.32,19,126
4614037,BOSTON/LOGAN AIRPORT & TRAIN/2 BED APT TOP FLOOR,9073339,Elisangela,,East Boston,42.37911,-71.03406,Entire home/apt,250,1,171,2020-01-01,2.86,3,327
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,90,2020-03-09,1.60,54,362
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,4,2016-10-31,0.07,31,365
4625517,GreenT&bus stops in front of door ,7046340,Chun Kei,,Mission Hill,42.33471,-71.1065,Private room,100,91,0,,,1,0
4630071,Charming studio,12165186,Masha,,Brighton,42.34425,-71.15592,Entire home/apt,49,91,11,2020-01-04,0.31,2,143
4632511,Beacon Hill Duplex  2 bedrooms Queen beds sleeps 4,23901135,Lucy,,Beacon Hill,42.36114,-71.06521,Entire home/apt,305,3,66,2019-11-10,1.02,1,304
4652263,Cozy 1 BR APT with assigned parking,24075349,Andrew,,Brighton,42.33925,-71.1596,Entire home/apt,250,91,1,2016-08-29,0.02,1,0
4662379,Historic House modernized,24124767,Matt,,Brighton,42.34771,-71.1554,Entire home/apt,450,3,115,2020-03-02,1.76,1,283
4670285,Spacious Room in Edwardian Home,24158689,Deborah,,Brighton,42.34919,-71.16348,Private room,65,91,22,2019-07-12,0.36,2,364
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.35977,-71.13535,Private room,41,91,3,2018-06-19,0.05,5,0
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.34998,-71.1645,Private room,65,91,24,2019-08-31,0.40,2,318
4755586,One Sweet Place,24532370,Andrea,,Mattapan,42.2767,-71.08145,Private room,24,25,16,2020-03-20,0.63,1,294
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35588,-71.07261,Entire home/apt,200,91,5,2015-10-25,0.09,1,0
4863108,Private Ensuite Room in Boston,8157833,John,,South Boston,42.33775,-71.05145,Private room,122,2,209,2020-03-01,3.27,1,333
4909590,ALLSTON: Loaded studio steps to green line T & bus,25279966,Vj,,Allston,42.35049,-71.13328,Entire home/apt,99,180,333,2020-03-25,5.17,2,237
4917583,Seconds from Mass General Hospital,20079643,Alex @ Boston Corporate Housing,,West End,42.36401,-71.06782,Entire home/apt,195,20,4,2019-12-01,0.13,19,163
4922204,Charming new house-15 min to Boston- yard&parking,6570877,Juliet,,Roslindale,42.28214,-71.12905,Entire home/apt,200,91,195,2019-11-03,3.10,3,365
4924009,"Medical workers welcome. Near Tufts Med, BMC, MGH",2356643,Voyage,,Downtown,42.35178,-71.06368,Entire home/apt,175,10,179,2020-03-19,2.82,10,333
4978467,Charming Beacon Hill 1+ BR Condo,11017004,Kevin,,Beacon Hill,42.36057,-71.06549,Entire home/apt,250,91,6,2018-04-25,0.10,1,0
4995033,Modern Beacon Hill 2 Bedroom ,11206328,Natasha,,Beacon Hill,42.35975,-71.06618,Entire home/apt,200,2,98,2020-02-19,1.63,1,3
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33484,-71.02974,Entire home/apt,300,3,110,2020-03-01,1.77,1,357
5047340,Stylish 3BDR near Harvard w/ FREE Parking,10250028,Michelle,,Allston,42.35943,-71.13342,Entire home/apt,88,4,219,2020-02-16,5.26,2,0
5048406,3rd floor room in Victorian House,26062958,Yvonne,,Dorchester,42.31261,-71.0671,Private room,45,2,31,2019-09-07,0.49,2,364
5049582,Quiet room - Great location!,197327,Melissa,,Jamaica Plain,42.31258,-71.10784,Private room,60,3,23,2020-03-18,0.38,2,319
5054601,Large room with view on Downtown,26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,76,5,150,2020-03-21,2.41,10,81
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,,Roxbury,42.34002,-71.08161,Entire home/apt,300,3,89,2020-01-25,1.57,2,253
5124772,Beautiful Victorian on Quiet Street,1450086,Peter,,Jamaica Plain,42.31868,-71.10033,Entire home/apt,250,91,3,2016-07-15,0.05,2,0
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,,Jamaica Plain,42.30503,-71.10333,Entire home/apt,180,2,222,2020-03-16,3.52,1,229
5222368,Newly-Renovated Condo,1532353,Diana,,Mission Hill,42.32896,-71.10728,Private room,75,1000,0,,,1,0
5293067,"Adorable, Cozy Space in JP!",19280995,Kaitlin,,Jamaica Plain,42.31263,-71.1044,Private room,49,1,27,2018-06-09,0.43,4,0
5317935,Family friendly Boston home,95959,Bandita,,Roxbury,42.3248,-71.09341,Entire home/apt,400,2,9,2019-04-16,0.15,1,0
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,,Roxbury,42.31681,-71.08001,Private room,42,91,6,2019-11-01,0.13,31,365
5364137,**Studio by Airport and T Station**,23777641,Gavin,,East Boston,42.38704,-71.00581,Entire home/apt,62,28,81,2019-08-30,1.31,2,104
5434353,Quiet  Beauty in Boston,9658771,Anthony,,Roslindale,42.28626,-71.13707,Entire home/apt,130,91,22,2019-10-03,0.39,1,365
5478135,City living near the beach!,13595892,Elizabeth,,East Boston,42.38364,-71.0001,Entire home/apt,195,91,27,2016-11-13,0.56,1,0
5495267,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,2,2016-08-30,0.04,31,365
5511911,"Bright, Spacious Loft in North End",25079218,Lauren,,North End,42.36509,-71.05553,Entire home/apt,240,91,1,2015-06-29,0.02,1,0
5526487,$129 Special! *Penthouse Duplex* Close to Center,28662210,Terry,,Mission Hill,42.33085,-71.09655,Entire home/apt,285,3,112,2019-12-25,1.90,4,91
5526514,$89 Special Fresh! City Loft Apt,28662210,Terry,,Roxbury,42.32827,-71.09443,Entire home/apt,159,3,122,2020-03-09,1.96,4,205
5581575,King Beds! * Kid Friendly * Hynes.  You're Home.,28766987,Kathy,,Back Bay,42.34549,-71.0791,Entire home/apt,185,10,184,2020-03-07,4.01,1,13
5601743,"Beautiful, Expansive Space in JP",19280995,Kaitlin,,Jamaica Plain,42.3119,-71.10315,Private room,46,1,110,2019-09-28,1.96,4,0
5606682,Between BU/BC & great for groups,29066313,Andy,,Brighton,42.34152,-71.14918,Entire home/apt,166,91,125,2019-06-09,2.09,2,206
5690424,"Beacon Hill House, Huge Roof Deck & Encore Casino",28090138,Gloria,,Beacon Hill,42.35819,-71.07177,Entire home/apt,637,30,124,2020-03-01,2.04,1,172
5702292,Large & Economical Space in JP!,19280995,Kaitlin,,Jamaica Plain,42.31315,-71.10479,Private room,81,2,37,2020-02-29,0.68,4,0
5709298,Central Boston Beacon Hill 2brm,2006852,Jay,,Beacon Hill,42.35987,-71.0672,Entire home/apt,148,1,324,2019-11-30,5.29,5,178
5717690,City Views|19th Cent. Past on Tremont| 1BR 1BA #5,814298,Thatch,,Roxbury,42.33988,-71.08159,Entire home/apt,200,91,77,2019-08-20,1.29,106,227
5718801,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,113,2020-03-11,1.93,54,357
5718921,Stylish 2 Bedroom in the South End - 400,22348222,Maverick,,South End,42.34455,-71.07628,Entire home/apt,300,1,115,2020-04-03,1.95,54,329
5719606,Luxury Condo in Historic Building,3432624,Alex,,Charlestown,42.37456,-71.05978,Entire home/apt,225,2,75,2020-01-22,1.66,1,301
